text,sentiment,source
@marialavis You are blessed. I'm trapped in MÃ©xico City... dreaming about retiring (some day) to Vancouver or Victoria  ***Enjoy !***  ,positive,twitter
I look so secret agent with my black t-shirt and headset. I got here faaaaast. Work time. I'm never late ,negative,twitter
Mysak just left to go back home  I didn't think I was very attached but apparently I was. I wanted to pick him up and never let go again.,negative,twitter
 I'm chill. He's the one freaking out.,positive,twitter
I miss my boys. ,negative,twitter
"oh of course, right after i post that, RIP Farrah Fawcett... ",negative,twitter
@yellebelle I hope I feel better soon too ,negative,twitter
Movie's over.   Now I'm watching Grease on Vh1.,negative,twitter
@AMJarvis25 Haha yeah! It's like we are neighbours or something.  Doesn't seem like there's a sea between us.,positive,twitter
@Raenanator awwwh  me 2! Tell loganator I said &quot;hello little girl!&quot;,positive,twitter
"@manicmai HAHA, oh yes!! But dang it, my pockets are empty!  Which mags have you bought? ",negative,twitter
@Yurechko YES! Give me some domain love too! ,positive,twitter
this wrist support is killer! Ouchie ,negative,twitter
In an emotional crisis....damage control mode.  Lets see if I can sleep..gnight Twitter... ,negative,twitter
http://twitpic.com/6ijfo - Adree and maggie met eddie reyes  founder of TBS epic 1st concert,positive,twitter
"@xloveablefreak theres no clouds here!  kayy, maybe a couple &amp;im looovin it ;P &lt;3",positive,twitter
I had a dream that all of the HATERS in the world died  It was sad b/c there was nobody 4 us 2 STUNT on! Thx God for haters = we NEED U!,negative,twitter
@mitchelmusso I Wish I Was ,negative,twitter
"@Teebiebrown lol..it's only to those that were never following me,i'm keeping you on my list just so you know hehe ",positive,twitter
@Wossy Was the whole Eminem scene in there? Can't wait to see it ,positive,twitter
"well, its not movie time, i went to the wrong theater ",negative,twitter
Just woke up to discover im attached to an IV of coffee... ,positive,twitter
@lauragofton You don't have any decent supermarkets near you either ,negative,twitter
don't wanna make the test today ,negative,twitter
"@Mr_Monkey_Man Awww, I'm really sry to hear that ",negative,twitter
@BlaqueBeautiful wait...am i still in ur phone?!?  lol,negative,twitter
@kikimarie593 Ill be here!! IM getting ready to drink in 10min ,positive,twitter
He's shy...............but it's cute ily. but you don't see it or know it &lt;3 ,negative,twitter
@AshBuck04  I didn't mean to! How's the cable?,negative,twitter
@littleblackbox  there are always exceptions to that though.  I love my creative mom tweeps ,positive,twitter
Wow no one is at school yet  i shall sit here and wait......i'm waiting....  Still waiting,negative,twitter
@taraphillynyc I'm gonna miss the Phantoms  Moving to upstate NY. You better start that blog missy!,negative,twitter
"I epic failed this fathers day.  we didn't even get cards.    I did make the coffee, though.  And offered to go to his fav breakfast place",negative,twitter
"Had a fun-filled day with Grace &amp; Addison. Soccor, park, &amp; park again! Love them ",positive,twitter
@ManuelaW they are fantastic books! one of my favourite series ,positive,twitter
@PeaceDiva Nice! What r ur plans for 2day? Oh n Happy Mothers Day if u happen 2 b a mother ,positive,twitter
@jimmymarsh617 Now Labron and his stuck up ass can't even shake anyones hand....baby ,negative,twitter
@Mizz_Marii  luv ya and i miss you 2  4 sure lets plan somethin mayb 4 d end of d month i need a vacation.. from my vacation..lol,negative,twitter
"@CandyTX  Good teachers are at a premium anymore. (Even though he was probably retired, no?)",negative,twitter
"@dougiemcfly Really? Only you think it so, because for me you are a big little boy ",positive,twitter
Depressed because i can't get into jeffs show  anyone under 21 wanna hang out?,negative,twitter
"@nicholaaaas yup, its a usual so i'm used 2 it, but the office got a funny scent that's makin me real sick 2day ",negative,twitter
Ugh I need my bed... Got work in the morning. Boo ,negative,twitter
@stephizzzle aw  ino miss. dw. ull be fine ill pump you full of vaine spirit haha,positive,twitter
Wish I had a car... I don't wanna drop my mom off to work every morning anymore  Tiiiiiiired ~_~,negative,twitter
curious if they fixed the window handle in our room in the meantime  #edc,positive,twitter
@TheEllenShow i wish ya good luck! ,positive,twitter
@coatesmorgan  you made me offically sad..,negative,twitter
@annamartin123  Love you and our messed up lives!,positive,twitter
haha Italo cant see this . ONLY CAROLINA NOES WHAT IM TALKIN BOUT  lmfaooo,positive,twitter
@Franmedi mine doesn't either ,negative,twitter
is actual soaking. Edinburgh better be dry ,negative,twitter
 im the only one with an ipod full of pictures!,negative,twitter
GO TO @corriemichael AND CLICK ON THE 99.3 LINK. VOTE FOR THE PIZZA GIRL. PLEASEEE A MILLION TIMES!!! ,positive,twitter
"Rainy cold day. Started my summer class so its back to the books and playtime is over.     Back is getting better,still looking for reiki",negative,twitter
http://twitpic.com/7yf88 - What im gonna watch while im stuck at home by myself for a week ,negative,twitter
@cursedmortivore Absolutely  We've already booked our table and rooms.,positive,twitter
"@CeeGeeJewellery heaps better than mine, I don't think metal clay is for me ",negative,twitter
"@Sheenagerrard me too, I would much prefer for someone else to pay  when you buy yours you could always get an extra one ;)",positive,twitter
Wants to go home in an hour but can't  stupid overtime,negative,twitter
"@LinZeeStarr  you don't wuv me any mo? hope ur being a star, where ever u are lol",negative,twitter
"Sipping my Gaï¿½cho tererï¿½ - it's too strong, I admit I'm a wimp, but I want my 7 Quedas Abacaxi (ananas flavour).  Very awake now though.",negative,twitter
b day 18 days ,positive,twitter
@whatsername2 im hoping 5... and ill at least do three  probably four... and maybe five... and how awkward would he be to meet??,positive,twitter
Headin to work  I'd rather be layin by the pool!,negative,twitter
Done booking up flights to head bak home ,positive,twitter
"@kimmiecakes there are a couple along 1st ave, but last time, it took $10 to $20 to get in ",negative,twitter
@ItsRhenaa haha Im sleepin as soon as I get home  awh that sucks!,positive,twitter
pathan out  #IPL,negative,twitter
@alipaly I'm sorry. It's hard being alone sometimes. I'll be crying myself to sleep in A few moments.  but you aren't alone. Not totally,negative,twitter
"@ClaireFry Actually, just noticed that you don't have Sky just now  I'm sure it'll be available online somewhere.",negative,twitter
@nanda_is_nabun hoho yeah yeah.. me too ,negative,twitter
@sarahmaeblogs did you make one? Did it work okay? I don't dare promise anyone a twitter background with twitter failing that way! ,positive,twitter
"@JniceB, you're alone too?  I'm alone until I have to get my mom at 2:30.",negative,twitter
"@CiaraMcGeehan why thank you, i made it ",positive,twitter
"Reese's &amp; a Frappuccino for lunch, oh yeah, I'm rolling with the healthy... ",positive,twitter
@leeannekenny just say you're having 'connectivity' issues on your PC. Always tricky to diagnose after the event - it just 'goes away' ,positive,twitter
@mcafee15 just got reminded of how great you look in your blue and white sweater...  kinda think she's //wrists atm lol,positive,twitter
@SPOILEDBOY about to find something for my lunch ja ,positive,twitter
Trying to establish the connection with you on twitter which I am not familiar with.  ,positive,twitter
federer loses again  a djoko-nadal final i'm betting on ;),negative,twitter
http://twitpic.com/6va5t - This is me  Ugly me hahaha.... @itsmyrs,positive,twitter
Lyin in bed watchin big bro afta a 7 hr shift on my feet with no break  x,negative,twitter
Can't wait until next weekend! ,positive,twitter
@MelCam69 Hello  Thank you!,positive,twitter
"@LovelyAnomaly Why, thank you. Now if only there were more of you. You know, like, at least three total.   (Favrd-whoring aside, Thanks)",positive,twitter
surprise birthday party for daddy and mommy?i think so ,positive,twitter
Oh em gee we just seen a car run into a wall under a bridge i wonder if they was drunk. Hope they was ok.  [College g?Rl],negative,twitter
"&quot;Holy Fuck, Julian. I havenÂ´t slept in about 25 fuckinÂ´ hours. Trains!&quot; #TrailerParkBoys  S07E04 letzte Staffel ",negative,twitter
"@ChrisRyanMusic omg..i want gifts, too  .. bring me some xD",negative,twitter
@kosso help me come up with a cunning banana up exhaustpipe ruse on said twat with noisy car?! Enjoy the peace mate ,positive,twitter
Did everyone I know in la go to the jigga/em show tonight except me? And how come I only heard about it this weekend? Wow I suck ,negative,twitter
@DavidFeng I always appreciate a good rant ,positive,twitter
"@MojoboTabo  , not trying to be funny but,, how can someone die twice ?",negative,twitter
"is around, game, then work. Has to miss Rock for Darfur ORHS. ",negative,twitter
"Do I have mean face? People always smile at Cory, not at me! ",negative,twitter
@BrittFaceSE awww babe it will be ok im sure it will be georgous!  so excited ur comin home yay!,positive,twitter
"@Emsy07 oh no  hope she's better soon. and yeah I'm ok, just tired, going to bed soon",negative,twitter
Ironic that the only thing worse than having to go to work is losing ones job ,negative,twitter
At work right now.  Trying to get things completed as to leave a little early due to being On-Call this weekend ,negative,twitter
Awww I just realized that I forgot to tivo So You Think You Can Dance ,negative,twitter
@AroundHarlem working ,negative,twitter
@kellyannsutton thanks for helping with my secret mission. Too bad it failed tonight!  it just means I will have to involve a few more ppl,negative,twitter
